Tweet,Time,Date,Language,Like,Reply,Retweets,Timestamp
"Today and tomorrow, I will be joining programmes in Chhattisgarh, West Bengal, Assam, Arunachal Pradesh and Tripura. 

Looking forward to interacting with the people of these states.",17:48:00,07/02/19,en,17863,752,4261,5:48 PM - 7 Feb 2019
"देश ने एनडीए की मजबूत सरकार देखी और देश ने उनकी मजबूर एवं मिलावटी सरकार देखी।

अब ये लोग महामिलावटी सरकार की बात कर रहे हैं।

भारत जैसे देश में महामिलावटी सरकार बिल्कुल नहीं चलेगी।pic.twitter.com/7nJNk6XOEz",08:44:00,07/02/19,hi,36757,2470,9515,8:44 AM - 7 Feb 2019
"History, Congress style:

BC- Before Congress…the era where nothing happened.

AD- After dynasty…the era where everything happened and that too thanks to one family. 

This is reflective of the arrogance that got them from 400 to 44!pic.twitter.com/MApE5IrqtX",08:43:00,07/02/19,en,18004,708,6351,8:43 AM - 7 Feb 2019
किसान कल्याण के लिए प्रतिबद्ध एनडीए सरकार...pic.twitter.com/WipKCqTHaH,08:42:00,07/02/19,hi,11968,453,4067,8:42 AM - 7 Feb 2019
"Congress imposed Emergency.
Congress insults the Armed Forces.
Congress goes on foreign soil and spreads lies about democratic processes.
Congress misuses Article 356.

Yet, they say Modi destroys institutions. 
How much do they lie?pic.twitter.com/bz7hVBArzG",08:42:00,07/02/19,en,14903,628,5578,8:42 AM - 7 Feb 2019
"NDA’s efforts- strengthen national security. 

UPA’s efforts- weaken national security. 
On whose bidding are they opposing important defence deals?
Why have they always looted the defence sector?pic.twitter.com/07CpOkUvmB",08:15:00,07/02/19,en,16515,939,6197,8:15 AM - 7 Feb 2019
"More opportunities for education.

Better healthcare.

Controlling the menace of rising prices.

Ours is a Government committed to ensuring a better quality of life for the middle class.pic.twitter.com/9d36t6JZqB",08:13:00,07/02/19,en,11271,478,4150,8:13 AM - 7 Feb 2019
Here are some important details about the opportunities being created for India's Yuva Shakti.https://www.youtube.com/watch?v=HD3sxAP8Ueo&feature=youtu.be …,08:12:00,07/02/19,en,9265,489,3098,8:12 AM - 7 Feb 2019
Speaking in the Lok Sabha. Watch.https://www.pscp.tv/w/bywdITMyMjExNTJ8MWVhS2JPcHJ5UlpHWM2ML7inerdgO-7mYNmq2QDvIa7QSd-OYK2hv2SZLGJ0 …,04:33:00,07/02/19,en,29935,2856,11070,4:33 AM - 7 Feb 2019
"Anguished by the passing away of Lok Sabha MP from Aska, Odisha, Shri Ladu Kishore Swain Ji. He will be remembered for his rich service to society. His work towards rural development was noteworthy. Spoke to his son Nachiketa and expressed condolences.",20:46:00,05/02/19,en,25973,1302,4932,8:46 PM - 5 Feb 2019
"NDA Government is honoured to have undertaken numerous steps for the wellbeing of the middle class. From a friendlier tax system to better healthcare, quality education to more opportunities, no stone is being left unturned to ensure ‘Ease of Living.' #MiddleClassWithModi",01:01:00,05/02/19,en,21366,1116,5287,1:01 AM - 5 Feb 2019
"India is home to a dynamic middle class, which is making an outstanding contribution to the nation’s progress. The work ethic of the middle class is admirable and so is their honesty and compassion.",01:01:00,05/02/19,en,32508,1559,7310,1:01 AM - 5 Feb 2019
"Today, on #WorldCancerDay we reiterate our commitment towards ensuring early detection and affordable treatment of cancer. Initiatives like Ayushman Bharat have a strong emphasis on providing quality healthcare and ensuring cancer-free lives.",01:32:00,04/02/19,en,15270,761,3424,1:32 AM - 4 Feb 2019
"Congratulated @DrKrishanMiddha Ji for the remarkable win in Jind. 

Over the years, the people of Haryana have been continuously supporting BJP’s agenda of pro-people, inclusive and corruption-free development. @BJP4Haryanapic.twitter.com/2WvfIg8ZGw",01:24:00,04/02/19,en,21796,667,4414,1:24 AM - 4 Feb 2019
"I salute all those who are valiantly fighting cancer. Millions are inspired by their remarkable zeal.

I also appreciate those researching on aspects of cancer treatment. Their efforts will go a long way in ensuring a healthier planet. #WorldCancerDay",01:23:00,04/02/19,en,30734,1008,6260,1:23 AM - 4 Feb 2019
"The iconic Dal Lake is mesmerising! 

Had the opportunity to visit the lake during my visit to Srinagar.pic.twitter.com/3H5CDPsbXq",08:37:00,03/02/19,en,31684,1452,5821,8:37 AM - 3 Feb 2019
"Had the wonderful opportunity of interacting with Sarpanchs from across Jammu and Kashmir. 

I admire these remarkable men and women, who have shown great courage and are working to transform lives.pic.twitter.com/wFSFRXJdTD",08:36:00,03/02/19,en,12756,375,3360,8:36 AM - 3 Feb 2019
"The NDA Government has made sincere efforts to enhance the prosperity of farmers.

All the Congress could do for years is to think about poorly conceived loan waivers!

When the PM Kisan Samman Nidhi was announced, the Opposition was stunned.https://www.youtube.com/watch?v=DzRuL8JzVHU&feature=youtu.be …",08:33:00,03/02/19,en,13163,534,3820,8:33 AM - 3 Feb 2019
People from all walks of life came to bless the BJP during the rally in Jammu. Here are some glimpses. @BJP4JnKpic.twitter.com/pRoHzpLI6i,08:31:00,03/02/19,en,9770,319,2861,8:31 AM - 3 Feb 2019
"Youth of Jammu and Kashmir want peace and development. 

The ethos of this land is all about harmony and brotherhood.

Any element who disturbs the developent journey of Jammu and Kashmir, spreads violence and hate will be given a strong answer! Terrorism will not be tolerated.pic.twitter.com/po9uIFO5iP",08:28:00,03/02/19,en,12592,454,3439,8:28 AM - 3 Feb 2019
"The Central Government attaches immense priority towards energy, education, healthcare and infrastructure related works in Jammu and Kashmir.pic.twitter.com/9XzRfLlkpW",08:28:00,03/02/19,en,10840,232,2886,8:28 AM - 3 Feb 2019
"The last few months have witnessed an increase in the pace of development in Jammu and Kashmir. 

Projects that were pending for years are being completed and this is helping the people of the state.pic.twitter.com/Ih1EsSmJIF",08:27:00,03/02/19,en,11156,248,3052,8:27 AM - 3 Feb 2019
"In Leh, talked at length about an important decision of the Government that will have a positive impact on the lives of the SC and ST communities.pic.twitter.com/hbjpsQnE1r",08:26:00,03/02/19,en,8120,203,2440,8:26 AM - 3 Feb 2019
"The beauty of Leh, Ladakh draws people from all over the world. 

Today, I had the opportunity to visit this vibrant part of India and interact with its wonderful people. 

The freezing temperature was inversely proportional to the people’s warmth!pic.twitter.com/koBEOGFcou",08:25:00,03/02/19,en,22517,853,4899,8:25 AM - 3 Feb 2019
Interacting with students from across the country from Srinagar. Join us!https://www.pscp.tv/w/bybBADMyMjExNTJ8MUx5eEJ5clBQeXBKTqk98Bp5SOFZ3vGedkvvcH7Wln1KpwxxkrhyoR1OsWNZ …,02:59:00,03/02/19,en,13508,637,3615,2:59 AM - 3 Feb 2019
BJP and Jammu have a strong bond. Addressing a rally. Watch.https://www.pscp.tv/w/byaTuzMyMjExNTJ8MWt2SnBFV1BMa2R4Rds51WzspeHmxZk4K8Pc3Rwz6TgL0PcddSJI9hAhyPus …,23:46:00,02/02/19,en,13908,735,3735,11:46 PM - 2 Feb 2019
"Every section of society has been empowered, every aspect of the nation has been strengthened by the Modi government over the past five years. Out of all the amazing work, what are the five things this government will be most remembered for? Let us know. #BharatKeMannKiBaatpic.twitter.com/4qqAxuL53g",21:39:00,02/02/19,en,12857,859,4336,9:39 PM - 2 Feb 2019
"Participative democracy is an article of faith for our party. We have always worked to be an effective voice for rights and well-being of each and every Indian and to build a strong and prosperous India.
#BharatKeMannKiBaat",21:45:00,02/02/19,en,20341,816,4999,9:45 PM - 2 Feb 2019
"Your voice is of utmost importance. 

Urging you all to take part in 'Bharat ke Mann ki Baat, Modi ke Saath’, a unique effort by @BJP4India to get citizen feedback.

What you all share will form the blueprint of our ‘Sankalp Patra’ for the 2019 elections. https://bharatkemannkibaat.com ",21:44:00,02/02/19,en,22274,1538,6058,9:44 PM - 2 Feb 2019
Delighted to be in Leh. Addressing a public meeting.https://www.pscp.tv/w/byZoijMyMjExNTJ8MXlwS2RPbWJtelZ4V7_lhTCYyFDvcKKsHVHL6ht1MgT3SqIkMTYtZrVoFSDe …,20:41:00,02/02/19,en,11493,602,3090,8:41 PM - 2 Feb 2019
"Deeply anguished by the loss of lives due to the derailment of coaches of the Seemanchal Express. My thoughts are with the bereaved families. May the injured recover quickly. Railways, NDRF, and local authorities are providing all possible assistance in the wake of the accident.",20:28:00,02/02/19,en,14210,575,3354,8:28 PM - 2 Feb 2019
"Even a large stadium was too small for the sisters and brothers who joined us in Durgapur.

Thank you, your blessings are appreciated and give me strength in the fight against corrupt and criminal elements ruining West Bengal.pic.twitter.com/sQuaAtCbg5",07:27:00,02/02/19,en,36917,1903,8564,7:27 AM - 2 Feb 2019
"My battle against corruption has ruffled many feathers, including TMC.

So, they all assembled in Kolkata and collectively abused me.

They got together to save their own families and hide their corruption. 

I will not rest till the corrupt are punished.pic.twitter.com/4qKnREimgn",07:22:00,02/02/19,en,26397,1780,6951,7:22 AM - 2 Feb 2019
"In West Bengal:

If one wants to study- Triple T.

If one wants a job- Triple T.

If one want to lead a life of peace and dignity- Triple T.

TMC’s syndicates are looting and harassing the state. 

But, their days in power are numbered, I assure you.pic.twitter.com/bkKkmXi1g3",07:20:00,02/02/19,en,14398,551,4532,7:20 AM - 2 Feb 2019
"Her own party’s health is failing, support is dwindling so Didi decides to disassociate West Bengal from Ayushman Bharat!

Why has compassion for the poor become a rarity in TMC?pic.twitter.com/Ch52V41n1q",07:19:00,02/02/19,en,8996,268,3019,7:19 AM - 2 Feb 2019
"Ours is a Government that cares for each and every Indian.

For decades, those associated with the unorganised sector were left to their own fate. Not any longer!pic.twitter.com/ARaeM5fUH9",07:18:00,02/02/19,en,8404,308,2524,7:18 AM - 2 Feb 2019
"Through poorly conceived loan waiver schemes, parties that ruled India for decades kept farmers under poverty. Most farmers never even benefitted from those so called waivers.

NDA’s approach to prosperity of farmers is more inclusive, empowering and long term.pic.twitter.com/FASZ0rQ1PQ",05:31:00,02/02/19,en,12211,565,3612,5:31 AM - 2 Feb 2019
"The #BudgetForNewIndia, which was presented yesterday has a clearly defined approach to enhance ‘Ease of Living’ for the hardworking middle class.pic.twitter.com/vrSfG6rZCi",05:30:00,02/02/19,en,6866,235,2229,5:30 AM - 2 Feb 2019
"Eastern India is at the core of our development agenda but projects in West Bengal either do not start on time or their speed is slow.

Do you know why? Because TMC refuses to work on any project where their syndicate cannot make money!pic.twitter.com/95IQ1C92P0",05:30:00,02/02/19,en,8608,233,2666,5:30 AM - 2 Feb 2019
"The people of West Bengal are peace loving but the temperament of the Left and TMC is different. They thrive on violence and intimidation. 

I want to tell them- the people of the state will not be intimidated. 

And, the people will show their might by rejecting the TMC!pic.twitter.com/rDKY19whHy",05:29:00,02/02/19,en,14464,402,4066,5:29 AM - 2 Feb 2019
"I bow to the people of Thakurnagar. 

These pictures indicate the enthusiasm towards BJP. 

The people of West Bengal are speaking loud and clear- they want Parivartan, they want BJP. @BJP4Bengalpic.twitter.com/g0zIYA9l1T",05:28:00,02/02/19,en,11812,494,3511,5:28 AM - 2 Feb 2019
West Bengal and BJP have a strong bond! Speaking in Durgapur. Watch.https://www.pscp.tv/w/byVUiTMyMjExNTJ8MW1yR21ZWmFwZ2RHebbTxJIoBf_hSano3BcaMSlBYzh8dN1g1AY1a7wi-vAa …,01:04:00,02/02/19,en,13994,832,4148,1:04 AM - 2 Feb 2019
Amazing response at the rally in Thakurnagar. Watch.https://www.pscp.tv/w/byU3mzMyMjExNTJ8MWVhS2JPcW56T29HWBtg20Utz0fhfqo_qpf6odoiQVv_iteYazL8Oam4iOoW …,23:00:00,01/02/19,en,24644,1825,6676,11:00 PM - 1 Feb 2019
"At a programme in Durgapur, the rail electrification of Andal-Sainthia-Pakur-Malda and Khana-Sainthia Sections, and the Hijli-Narayangarh third line will be dedicated to the nation.

These works will strengthen the transport sector in the East and Northeast.",06:29:00,01/02/19,en,28583,1294,5704,6:29 AM - 1 Feb 2019
"Tomorrow, I look forward to being among my sisters and brothers of West Bengal. I will be addressing @BJP4Bengal rallies in Thakurnagar and Durgapur.",06:26:00,01/02/19,en,29672,1457,6238,6:26 AM - 1 Feb 2019
This is a #BudgetForNewIndia and for all Indians. Watch my take.https://www.pscp.tv/w/byQO-jMyMjExNTJ8MUJkR1lPTVJxQXp4WFyaJ2shR4TcEz4DWNu4vSctkyXFRfGQzqNXHV1rkgEy …,01:55:00,01/02/19,en,28282,3014,8428,1:55 AM - 1 Feb 2019
"In his address to Parliament today, Rashtrapati Ji highlighted the transformative changes that have taken place and presented a coherent roadmap for the times to come. @rashtrapatibhvn
https://presidentofindia.nic.in/speeches-detail-hi.htm?645 …pic.twitter.com/1t7EWsJvsw",07:54:00,31/01/19,en,23199,980,4178,7:54 AM - 31 Jan 2019
I thank the people of Jind for blessing @BJP4Haryana. This is a seat where the Party has never won before. Glad to see the development agenda of BJP finding support among all sections of society. I congratulate the Haryana BJP and CM @mlkhattar for assiduously serving the people.,03:15:00,31/01/19,en,40538,2542,8489,3:15 AM - 31 Jan 2019
Euphoric New India Youth Conclave in Surat. Watch the interaction.https://www.pscp.tv/w/byGgrjMyMjExNTJ8MUJkeFlPTWJvcXlHWHk6Jy8-2qJ3PfNQQEHbrVzj_SiAZv8xe1U1pY60Sl3p …,05:39:00,30/01/19,en,14373,1024,4216,5:39 AM - 30 Jan 2019
I will be interacting with youth and professionals in a town-hall programme at the New India Youth Conclave in Surat shortly. You can watch live on the NaMo App.pic.twitter.com/YNxe7qVYD7,04:47:00,30/01/19,en,8173,392,2139,4:47 AM - 30 Jan 2019
Venus Hospital will cater to Surat’s healthcare needs. I congratulate all those who worked towards the establishment of such a fine hospital. Inaugurated the hospital today.pic.twitter.com/mH4FXFkJfE,04:45:00,30/01/19,en,10996,313,2551,4:45 AM - 30 Jan 2019
"The NDA Government has transformed the housing sector and the beneficiaries are the poor and middle class. 

Be it urban or rural housing, our track record is exemplary. The numbers are more, the houses are bigger and the era of middlemen is over!pic.twitter.com/5P9bi8aZ9x",04:41:00,30/01/19,en,13303,551,3378,4:41 AM - 30 Jan 2019
"More airports, bigger airports, better connectivity, affordable prices…know how the NDA Government is transforming the aviation sector.

A vibrant aviation sector augurs well for India’s development.pic.twitter.com/c32DxYrw8Y",04:39:00,30/01/19,en,15450,621,3629,4:39 AM - 30 Jan 2019
"Surat personifies hardwork and enterprise. It is also a city that has always respected Bapu’s ideals. 

The foundation stone laying and inauguration for many projects took place, including for a bigger airport. These projects will enhance ‘Ease of Living.’pic.twitter.com/zX6LfB9am9",04:37:00,30/01/19,en,6897,252,2037,4:37 AM - 30 Jan 2019
Paid tributes to venerable Bapu at Rajghat.pic.twitter.com/mlT7JcFiJf,04:34:00,30/01/19,en,8811,277,1938,4:34 AM - 30 Jan 2019
"In Dandi, a unique tribute to Bapu and brave Satyagrahis.https://www.pscp.tv/w/byGJczMyMjExNTJ8MUJSS2pYTE16emVKd8upMJVbdUdkEpgVTE5x3DqZlkCJg04ArQAk6Ucr98eu …",04:00:00,30/01/19,fr,7871,332,2170,4:00 AM - 30 Jan 2019
